,Train,Train,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test
45,"{'average_loss': 2.4612385861078896, 'task_losses': [0.3735933587948481, 0.47767617483933766, 0.6300269265969595, 0.3520666502416134, 0.34662840714057286], 'task_balanced_accuracies': [0.777561355668095, 0.7466450742240216, 0.6195926528376715, 0.7338466646772275, 0.7580645161290323], 'task_cross_entropy': [0.3750893245140711, 0.47481026271979015, 0.6216306738058726, 0.3541096764802933, 0.345677819053332], 'task_cluster_cost': [-0.07108932003378868, -0.06957520673672359, -0.07405657440423966, -0.07386349240938822, -0.07542337308327357], 'task_separation_cost': [0.05827473094065984, 0.06557614694039027, 0.07065881182750067, 0.05845718776186307, 0.06172149106860161], 'task_l1': [0.001003905781544745, 0.0010019626934081316, 0.0009997562738135457, 0.001000925782136619, 0.0010021913331001997], 'task_occ_cost': [0.010314725449619195, 0.005863021092178921, 0.0107942678189526, 0.012362355566583574, 0.013650276743186017], 'final_loss': 0.28124707301457724, 'final_balanced_accuracy': 0.8769406392694064, 'final_f1': 0.7397260273972602, 'final_precision': 0.627906976744186, 'final_recall': 0.9, 'final_auc': 0.8769406392694064}",,2.9007425838046603,"[0.6016450027624766, 0.48382994532585144, 0.6966098315185971, 0.42349358399709064, 0.30990614162551033]","[0.6003870343492985, 0.799702380952381, 0.5214814814814814, 0.7626424501424501, 0.7716981132075471]","[0.6016275187333425, 0.4708716637558407, 0.6876940462324355, 0.42771050665113663, 0.30479905837112004]","[-0.0442579947412014, -0.077444636159473, -0.07490591373708513, -0.062142052584224276, -0.07718875921434826]","[0.04304777458310127, 0.0731612245241801, 0.07198361472951041, 0.05445019652446111, 0.06331226353844006]","[0.001003905781544745, 0.0010019626934081316, 0.0009997562738135457, 0.001000925782136619, 0.0010021913331001997]","[0.0002237932151021798, 0.016239746163288753, 0.010838327411976125, 0.0024740133279313645, 0.017981388606131077]",0.3852580156591203,0.8656603773584906,0.6764705882352942,0.5348837209302325,0.92,0.8656603773584906
46,"{'average_loss': 2.568814886411031, 'task_losses': [0.3679654719432195, 0.5014918971061707, 0.6201549208164215, 0.41937868475914003, 0.374107620716095], 'task_balanced_accuracies': [0.7817915755196627, 0.7518488529014845, 0.6290075655843449, 0.7148846475540406, 0.7232142857142857], 'task_cross_entropy': [0.3710409706830978, 0.4990105499823888, 0.6130425814787547, 0.42648320118586225, 0.37767675121625266], 'task_cluster_cost': [-0.06980246379971504, -0.06938727507988612, -0.07426479955514272, -0.06292302678028742, -0.06438750927646955], 'task_separation_cost': [0.05879640092452367, 0.06583769485354424, 0.07071240901947022, 0.052171756426493326, 0.055553620109955466], 'task_l1': [0.001003905781544745, 0.0010019626934081316, 0.0009997562738135457, 0.001000925782136619, 0.0010021913331001997], 'task_occ_cost': [0.00692666455404833, 0.005028972906681399, 0.009664978406702478, 0.0026458336354698987, 0.004262563990584264], 'final_loss': 0.28571626524130506, 'final_balanced_accuracy': 0.8797945205479452, 'final_f1': 0.7461139896373058, 'final_precision': 0.6371681415929203, 'final_recall': 0.9, 'final_auc': 0.8797945205479452}",,2.9322019947899713,"[0.39879676202932995, 0.5134542220168643, 0.6903001401159499, 0.3860899657011032, 0.3737645463811027]","[0.7230285437832608, 0.7489583333333334, 0.5739506172839506, 0.7386039886039886, 0.6728301886792453]","[0.4017057865858078, 0.5086650616592832, 0.6771184007326762, 0.3717414057917065, 0.37574319707022774]","[-0.0724965019358529, -0.07745232184727986, -0.07505841387642755, -0.07345438003540039, -0.07732132905059391]","[0.05918099772599009, 0.07230783419476615, 0.07223429530858994, 0.06143798347976473, 0.06417182708779971]","[0.001003905781544745, 0.0010019626934081316, 0.0009997562738135457, 0.001000925782136619, 0.0010021913331001997]","[0.009402575643940104, 0.008931689274807772, 0.015006117833157381, 0.025364033567408722, 0.010168657327691713]",0.5697964239451621,0.7822641509433963,0.6530612244897959,0.6666666666666666,0.64,0.7822641509433963
47,"{'average_loss': 2.5162757364908854, 'task_losses': [0.3165397051970164, 0.5244774973392486, 0.5976279481252035, 0.4665099469820658, 0.352973813911279], 'task_balanced_accuracies': [0.8376234854614286, 0.7480917678812415, 0.6526809487830066, 0.7239989408337992, 0.7681451612903226], 'task_cross_entropy': [0.32306599418322246, 0.5234760729471842, 0.5904811239242553, 0.4681159402926763, 0.35075060665607455], 'task_cluster_cost': [-0.06945778350035349, -0.06196576381723086, -0.07392296979824702, -0.054850563903649646, -0.07134323060512543], 'task_separation_cost': [0.05579811756809552, 0.05981864243745804, 0.06961158861716589, 0.04937539900342623, 0.06022704154253006], 'task_l1': [0.001003905781544745, 0.0010019626934081316, 0.0009997562738135457, 0.001000925782136619, 0.0010021913331001997], 'task_occ_cost': [0.006129479558827976, 0.0021465907835712035, 0.010458456189371645, 0.0028682499432276624, 0.012337204318804045], 'final_loss': 0.25814685235420864, 'final_balanced_accuracy': 0.8855308219178082, 'final_f1': 0.7675675675675676, 'final_precision': 0.6761904761904762, 'final_recall': 0.8875, 'final_auc': 0.8855308219178082}",,2.853427118725247,"[0.4617159449391895, 0.547083791759279, 0.6902851064999899, 0.34283047252231175, 0.4093610710567898]","[0.7260522496371553, 0.8139880952380952, 0.585925925925926, 0.7763532763532763, 0.6975471698113207]","[0.4645821617709266, 0.5434395339753892, 0.6814650694529215, 0.35264200799995, 0.4110253155231476]","[-0.06096454295847151, -0.06865819212463167, -0.07379677146673203, -0.0687008649110794, -0.06644538789987564]","[0.0527058309978909, 0.06513860987292396, 0.06985810812976626, 0.05374821234080526, 0.057088700847493276]","[0.001003905781544745, 0.0010019626934081316, 0.0009997562738135457, 0.001000925782136619, 0.0010021913331001997]","[0.004388598531174163, 0.006161877575019996, 0.011758954729884863, 0.004140196471578545, 0.0066902498753430946]",0.4021506905555725,0.7867924528301887,0.5797101449275363,0.45454545454545453,0.8,0.7867924528301887
48,"{'average_loss': 2.3869314432144164, 'task_losses': [0.4382529578606288, 0.46652570048967995, 0.5934357905387878, 0.37336907188097634, 0.29444433003664017], 'task_balanced_accuracies': [0.7225185540339416, 0.7865641025641026, 0.6641299578003386, 0.7560933579351303, 0.7793778801843319], 'task_cross_entropy': [0.44260181705156965, 0.46310863316059114, 0.5878811307748159, 0.38118408660093944, 0.28995865364869433], 'task_cluster_cost': [-0.059052127848068875, -0.07137394358714422, -0.07350994835297267, -0.06766087998946507, -0.07699603796005249], 'task_separation_cost': [0.05043554440140724, 0.06739108204841614, 0.06895096530516942, 0.05363609577218691, 0.062013329615195595], 'task_l1': [0.001003905781544745, 0.0010019626934081316, 0.0009997562738135457, 0.001000925782136619, 0.0010021913331001997], 'task_occ_cost': [0.0032638196086433404, 0.00639797428312401, 0.009113891407226522, 0.005208851856878027, 0.01846619222313166], 'final_loss': 0.22090359538793564, 'final_balanced_accuracy': 0.9224885844748858, 'final_f1': 0.8142857142857143, 'final_precision': 0.7125, 'final_recall': 0.95, 'final_auc': 0.9224885844748858}",,3.0646927091810436,"[0.24155865444077385, 0.5968970027234819, 0.7186872892909579, 0.5603850583235422, 0.5216338038444519]","[0.8702225447508467, 0.6738095238095239, 0.6006172839506173, 0.5740740740740741, 0.5411320754716982]","[0.24102367791864607, 0.5962089796861013, 0.7071205344465044, 0.5627066890398661, 0.524422350856993]","[-0.07599695275227229, -0.05410719124807252, -0.07371324135197534, -0.04940115908781687, -0.056318542195691004]","[0.058443956904941134, 0.05290920618507597, 0.06842290610074997, 0.04468040002716912, 0.0493444481657611]","[0.001003905781544745, 0.0010019626934081316, 0.0009997562738135457, 0.001000925782136619, 0.0010021913331001997]","[0.01708407627625598, 0.000884064324458854, 0.015857342837585345, 0.001398213434084836, 0.0031833566091437307]",0.4255308873123593,0.7845283018867925,0.6101694915254237,0.5294117647058824,0.72,0.7845283018867926
49,"{'average_loss': 2.389085750579834, 'task_losses': [0.30935685634613036, 0.48429138739903765, 0.5824248357613881, 0.4642120917638143, 0.32960865179697674], 'task_balanced_accuracies': [0.789497867409827, 0.7573603238866397, 0.6911852528845235, 0.6675121783097893, 0.7128456221198156], 'task_cross_entropy': [0.3206089661518733, 0.4829909046490987, 0.5731266784667969, 0.46555821418762205, 0.3386876530448596], 'task_cluster_cost': [-0.06818053126335144, -0.06364450007677078, -0.07336601644754409, -0.05835981999834378, -0.07213274429241816], 'task_separation_cost': [0.052473515172799426, 0.0605175544321537, 0.06818910439809163, 0.0500797700881958, 0.0566291847328345], 'task_l1': [0.001003905781544745, 0.0010019626934081316, 0.0009997562738135457, 0.001000925782136619, 0.0010021913331001997], 'task_occ_cost': [0.003451007058999191, 0.00342547521693632, 0.013475321987643838, 0.005933008405845612, 0.005422364313465854], 'final_loss': 0.21919193277756374, 'final_balanced_accuracy': 0.9200627853881278, 'final_f1': 0.8243992606284658, 'final_precision': 0.7408637873754153, 'final_recall': 0.9291666666666667, 'final_auc': 0.9200627853881278}",,3.268100791507297,"[0.4606565253602134, 0.7130101952287886, 0.683882455031077, 0.5484111408392588, 0.3218871272272534]","[0.6981132075471699, 0.7541666666666667, 0.6233333333333333, 0.6152065527065527, 0.7116981132075472]","[0.46581480238172746, 0.7087573342853122, 0.6793888741069369, 0.5482941104306115, 0.31421807077195907]","[-0.056029777973890305, -0.06621315454443295, -0.07391531682676739, -0.04645572851101557, -0.07723450246784422]","[0.04799277211229006, 0.06455239488018884, 0.06924221416314442, 0.04468936017817921, 0.06138141163521343]","[0.001003905781544745, 0.0010019626934081316, 0.0009997562738135457, 0.001000925782136619, 0.0010021913331001997]","[0.001874838548246771, 0.004911650256771181, 0.008166943573289447, 0.0008824620227743355, 0.022519950134058792]",0.5402533676889207,0.7328301886792453,0.5714285714285714,0.5833333333333334,0.56,0.7328301886792453
50,"{'average_loss': 2.6183839956919353, 'task_losses': [0.49103636980056764, 0.5326888704299927, 0.549116453329722, 0.5043209513028463, 0.31916509360074996], 'task_balanced_accuracies': [0.6379341344280962, 0.7114493927125507, 0.694187730753622, 0.5773905843487179, 0.6872119815668203], 'task_cross_entropy': [0.4976090627908707, 0.5307300180196762, 0.5433942298094432, 0.5078139332930247, 0.3284710867206256], 'task_cluster_cost': [-0.05517737522721291, -0.058946700443824135, -0.07315325538317362, -0.05202178393801053, -0.0726984386642774], 'task_separation_cost': [0.04590275128682454, 0.056773791015148165, 0.06730161368846893, 0.045130509088436764, 0.056431478510300316], 'task_l1': [0.001003905781544745, 0.0010019626934081316, 0.0009997562738135457, 0.001000925782136619, 0.0010021913331001997], 'task_occ_cost': [0.001698029067289705, 0.0031298048825313647, 0.010574119112764796, 0.0023973636587228007, 0.00595877673321714], 'final_loss': 0.2220562720298767, 'final_balanced_accuracy': 0.9179509132420092, 'final_f1': 0.8122743682310468, 'final_precision': 0.7165605095541401, 'final_recall': 0.9375, 'final_auc': 0.9179509132420091}",,2.7290321985880532,"[0.2605256852176454, 0.42423444986343384, 0.6929542554749383, 0.4874813159306844, 0.40439402643177247]","[0.8419206579583938, 0.7699404761904762, 0.6180246913580247, 0.7207977207977208, 0.6669811320754717]","[0.2685673385858536, 0.4234980311658647, 0.6850949161582522, 0.486742592520184, 0.40712760388851166]","[-0.0747074004676607, -0.07086397955814998, -0.07351984166436726, -0.05755475701557265, -0.07535239474640952]","[0.05693690354625384, 0.06342712582813369, 0.06831642405854331, 0.05104451005657514, 0.057602224250634514]","[0.001003905781544745, 0.0010019626934081316, 0.0009997562738135457, 0.001000925782136619, 0.0010021913331001997]","[0.008724941044218011, 0.007171318711092074, 0.012063007491330305, 0.00624805430157317, 0.014014391797698207]",0.45944248636563617,0.8409433962264151,0.6470588235294118,0.5116279069767442,0.88,0.840943396226415
51,"{'average_loss': 2.695713605880737, 'task_losses': [0.5726832755406698, 0.48194595019022624, 0.5480526753266652, 0.5583561106522879, 0.3127457915743192], 'task_balanced_accuracies': [0.6053909082736507, 0.7063913630229419, 0.664525888947912, 0.5500498060296819, 0.6912442396313364], 'task_cross_entropy': [0.5726180573304495, 0.47740774114926654, 0.5454528951644897, 0.5584134185314178, 0.31808594197034834], 'task_cluster_cost': [-0.04936132147908211, -0.061315785944461826, -0.07728177686532338, -0.050400597155094144, -0.07350018054246903], 'task_separation_cost': [0.04768778383731842, 0.06095728854338328, 0.07355041523774465, 0.048217132141192755, 0.06318595737218857], 'task_l1': [0.0010039493643368284, 0.0010020656200746695, 0.000999753048333029, 0.001000927210164567, 0.001002334013270835], 'task_occ_cost': [0.0007347963890788378, 0.003894638198738297, 0.005331387805442015, 0.0011252307540659482, 0.003971737317430476], 'final_loss': 0.22192977041006087, 'final_balanced_accuracy': 0.9223173515981735, 'final_f1': 0.8203266787658802, 'final_precision': 0.7266881028938906, 'final_recall': 0.9416666666666667, 'final_auc': 0.9223173515981735}",,3.0755649672614203,"[0.449804425239563, 0.5647541085879008, 0.6885790559980605, 0.5005855626530118, 0.3835742192135917]","[0.7196419932268989, 0.7089285714285714, 0.5688888888888889, 0.6378205128205128, 0.6469811320754717]","[0.4579068190521664, 0.5627453790770637, 0.6776757571432326, 0.5012331273820665, 0.3927049438158671]","[-0.05962109027637376, -0.05708934201134576, -0.07298840168449613, -0.052334015982018575, -0.06515099066827032]","[0.04765304426352183, 0.054537083953619, 0.06732055462068981, 0.046492470221387014, 0.0524750625093778]","[0.001003905781544745, 0.0010019626934081316, 0.0009997562738135457, 0.001000925782136619, 0.0010021913331001997]","[0.0028617490962561634, 0.003559022921965354, 0.015571391209959984, 0.004193043646713098, 0.002543021562612719]",0.48826762206024593,0.790377358490566,0.6031746031746031,0.5,0.76,0.790377358490566
52,"{'average_loss': 2.6624079926808677, 'task_losses': [0.5739986026287078, 0.4841242265701294, 0.5372552565733592, 0.5325543534755707, 0.3159715640544891], 'task_balanced_accuracies': [0.595751800465474, 0.7064237516869095, 0.686839908539905, 0.5623121766285731, 0.7174539170506913], 'task_cross_entropy': [0.5736023151874542, 0.4797529995441437, 0.5348366900285085, 0.5328303496042888, 0.32077640066544216], 'task_cluster_cost': [-0.049335014820098874, -0.061654481540123623, -0.07730928927659989, -0.051313418100277584, -0.07304785996675492], 'task_separation_cost': [0.0479100156823794, 0.06129140824079513, 0.07356696486473084, 0.04893791501720746, 0.06305594464143117], 'task_l1': [0.0010038839327171445, 0.001002296091367801, 0.0009997389186173677, 0.0010008282649020355, 0.0010026539551715055], 'task_occ_cost': [0.0008174133173815789, 0.00373200583892564, 0.005161148381109039, 0.0010986708288934703, 0.004184430669993162], 'final_loss': 0.21850399563709894, 'final_balanced_accuracy': 0.9187214611872145, 'final_f1': 0.8175182481751825, 'final_precision': 0.7272727272727273, 'final_recall': 0.9333333333333333, 'final_auc': 0.9187214611872146}",,3.2739103635152182,"[0.5532627767986722, 0.5522592398855422, 0.6577875581052568, 0.5069066981474558, 0.5159725132915709]","[0.6445331398161587, 0.6336309523809525, 0.6250617283950617, 0.5322293447293447, 0.6]","[0.5563773148589664, 0.5508662859598795, 0.6583621369467841, 0.5098023017247518, 0.5282178951634301]","[-0.04969356540176603, -0.05467288030518426, -0.07274609638584985, -0.04682862261931101, -0.06941440908445252]","[0.044665317982435226, 0.05184724637203746, 0.06609811675217417, 0.04189144116308954, 0.05216587376263407]","[0.001003905781544745, 0.0010019626934081316, 0.0009997562738135457, 0.001000925782136619, 0.0010021913331001997]","[0.0009098083925588677, 0.003216627548681572, 0.0050736588632894885, 0.0010406551090353685, 0.004000961495977309]",0.4877215888765123,0.7575471698113208,0.6122448979591836,0.625,0.6,0.7575471698113209
53,"{'average_loss': 2.6150064690907797, 'task_losses': [0.5638128316402435, 0.47754512866338095, 0.5358105484644572, 0.5248942430814107, 0.29119929860035576], 'task_balanced_accuracies': [0.6096411055507277, 0.7103913630229419, 0.7055229095660265, 0.5702201972907202, 0.7304147465437788], 'task_cross_entropy': [0.5637349935372671, 0.4732145901521047, 0.5330112663904826, 0.5250084642569224, 0.2963461962342262], 'task_cluster_cost': [-0.04923929159839948, -0.06217129151026408, -0.07722655842701594, -0.05038843338688215, -0.07343753814697265], 'task_separation_cost': [0.04753763789931933, 0.061788529853026075, 0.07356539199749629, 0.048235510836044944, 0.06291753570238749], 'task_l1': [0.0010038314759731294, 0.0010025184322148561, 0.0009997458724925916, 0.001000777908290426, 0.0010029757084945837], 'task_occ_cost': [0.000775654138221095, 0.0037107854856488604, 0.005460706261607508, 0.0010379340733440282, 0.004370128568261862], 'final_loss': 0.22174443940321603, 'final_balanced_accuracy': 0.9200627853881278, 'final_f1': 0.8243992606284658, 'final_precision': 0.7408637873754153, 'final_recall': 0.9291666666666667, 'final_auc': 0.9200627853881278}",,3.3595842785305448,"[0.5628395511044396, 0.5320505102475485, 0.729506704542372, 0.5239537258942922, 0.49063407878081006]","[0.6256652152878568, 0.6388392857142857, 0.6091358024691358, 0.5322293447293447, 0.6]","[0.5628189941247305, 0.5284574329853058, 0.7254510869582494, 0.5239170127444797, 0.4967573516898685]","[-0.05056795560651355, -0.05480673164129257, -0.07667423205243216, -0.04719260955850283, -0.07136967860990101]","[0.04862079521020254, 0.05435102308789889, 0.07286013911167781, 0.04513493718372451, 0.060582256151570216]","[0.001003905781544745, 0.0010019626934081316, 0.0009997562738135457, 0.001000925782136619, 0.0010021913331001997]","[0.0009638060760658442, 0.003046824370459136, 0.0068699596967134215, 0.001093460929243722, 0.0036619566122276914]",0.5205996841606166,0.7575471698113208,0.6122448979591836,0.625,0.6,0.7575471698113209
54,"{'average_loss': 2.646131394704183, 'task_losses': [0.5649862722555796, 0.5014791480700175, 0.5307534380753836, 0.5303147919972737, 0.3189975664019585], 'task_balanced_accuracies': [0.6038276747275578, 0.6730094466936573, 0.716320281902977, 0.5660654917767513, 0.7151497695852534], 'task_cross_entropy': [0.5649226371447246, 0.49671434044837953, 0.5283343362808227, 0.5305059758822123, 0.32386756032705305], 'task_cluster_cost': [-0.049378249247868856, -0.06133005971709887, -0.07729650656382243, -0.05114186276992162, -0.07313396533330281], 'task_separation_cost': [0.04778991997241974, 0.060966731011867524, 0.07359668672084808, 0.0490260016421477, 0.06303353816270828], 'task_l1': [0.0010037527171274027, 0.001002737629848222, 0.0009997936415796478, 0.00100075864388297, 0.0010032403453563651], 'task_occ_cost': [0.0006482129387829143, 0.004125400714110583, 0.005119121740572155, 0.0009239217595313676, 0.004227192254426579], 'final_loss': 0.19960019956032435, 'final_balanced_accuracy': 0.927796803652968, 'final_f1': 0.8214285714285714, 'final_precision': 0.71875, 'final_recall': 0.9583333333333334, 'final_auc': 0.9277968036529681}",,3.217565165625678,"[0.6280773017141554, 0.5242283013131883, 0.6766878598266177, 0.5065632959206899, 0.4286694261762831]","[0.5943396226415094, 0.6492559523809525, 0.6129629629629629, 0.5500356125356125, 0.62]","[0.6278204586770799, 0.5208092100090451, 0.6731854379177094, 0.5065552426709069, 0.43315642244286007]","[-0.048050909406609006, -0.054106673018799886, -0.07676294777128431, -0.050391635961002774, -0.07197175920009613]","[0.04678440549307399, 0.0537199332482285, 0.07317965726057689, 0.04809353666173087, 0.06168611513243781]","[0.001003948855213821, 0.0010021791094914079, 0.0009997407905757427, 0.0010008863173425198, 0.0010025344090536237]","[0.0005194234929351498, 0.002803633937017164, 0.006085958719874422, 0.0013052768513767256, 0.004796116561111476]",0.45333893762694466,0.7728301886792452,0.6274509803921569,0.6153846153846154,0.64,0.7728301886792454
55,"{'average_loss': 2.665570920308431, 'task_losses': [0.5602055509885152, 0.5077731529871623, 0.5247857447465261, 0.5186501558621724, 0.327842550377051], 'task_balanced_accuracies': [0.606329847272582, 0.6830823211875844, 0.7258655219857266, 0.5593658452524556, 0.7157258064516129], 'task_cross_entropy': [0.5600043992201488, 0.5030583353837331, 0.5224201385180155, 0.5188103290398915, 0.3324242979288101], 'task_cluster_cost': [-0.04984144106507302, -0.06127999325593313, -0.07734316408634186, -0.050664501984914144, -0.07272107889254888], 'task_separation_cost': [0.04829055299361547, 0.0609221218029658, 0.07353314658006033, 0.04846925715605418, 0.06285775139927864], 'task_l1': [0.0010037103683377306, 0.0010028812879075606, 0.0009998332646985848, 0.0010007024416700005, 0.0010034769292299947], 'task_occ_cost': [0.0007483248647379999, 0.004069805393616358, 0.0051757897809147834, 0.0010343667057653267, 0.004278103923425079], 'final_loss': 0.22631377120812735, 'final_balanced_accuracy': 0.9033961187214612, 'final_f1': 0.8067542213883677, 'final_precision': 0.7337883959044369, 'final_recall': 0.8958333333333334, 'final_auc': 0.9033961187214613}",,3.2264850404527454,"[0.5367285543017917, 0.5462840298811594, 0.7201719880104065, 0.49690571758482194, 0.45027047395706177]","[0.660377358490566, 0.6401785714285715, 0.6567901234567901, 0.5507478632478633, 0.6352830188679246]","[0.5366588201787736, 0.5394398007127974, 0.7171423236529032, 0.4964217212465074, 0.4557846320999993]","[-0.04863586566514439, -0.051399745461013585, -0.07648388379149967, -0.04774761572480202, -0.07007494817177455]","[0.04643304314878252, 0.05102682817313406, 0.07253218607770072, 0.04602798571189245, 0.059815123263332576]","[0.0010038504842668772, 0.001002404373139143, 0.0009997175075113773, 0.0010007790988311172, 0.0010027793468907475]","[0.0012687022843035972, 0.006214723181781462, 0.005981675245695644, 0.0012028463485573109, 0.0037428816625227532]",0.47612431397040683,0.7728301886792452,0.6274509803921569,0.6153846153846154,0.64,0.7728301886792454
56,"{'average_loss': 2.591237557729085, 'task_losses': [0.5594872613747914, 0.4895404402414958, 0.49903954068819684, 0.5193241520722707, 0.3166720126569271], 'task_balanced_accuracies': [0.6053359703535005, 0.6991309041835357, 0.7333205755519114, 0.5687470316026614, 0.7191820276497696], 'task_cross_entropy': [0.5592475601037343, 0.48522671262423195, 0.496734139919281, 0.5193492658933003, 0.3216967205206553], 'task_cluster_cost': [-0.04920526936650276, -0.06164948438604673, -0.07744021246830622, -0.050673710703849795, -0.07386032313108444], 'task_separation_cost': [0.047675914367039995, 0.06125522827108701, 0.07344692875941594, 0.04854502975940704, 0.06364370763301849], 'task_l1': [0.0010036449957018098, 0.0010030390073855718, 0.000999949905090034, 0.0010007430892437696, 0.0010036631627008319], 'task_occ_cost': [0.0007654196261622322, 0.0037049406363318365, 0.005298733275849372, 0.0011028203751387384, 0.004188245851546526], 'final_loss': 0.20717417160669963, 'final_balanced_accuracy': 0.917208904109589, 'final_f1': 0.8168498168498167, 'final_precision': 0.7287581699346405, 'final_recall': 0.9291666666666667, 'final_auc': 0.9172089041095891}",,3.2312181525760226,"[0.5546314616998037, 0.5077182286315494, 0.6988861262798309, 0.4944139387872484, 0.45400645832220715]","[0.6132075471698113, 0.6401785714285715, 0.6250617283950617, 0.5459401709401709, 0.5952830188679246]","[0.5543055435021719, 0.5006051494015588, 0.6951485839154985, 0.4940713246663411, 0.4598437829150094]","[-0.04803567586673631, -0.05580256092879507, -0.07666977246602376, -0.0482461949189504, -0.07117367701398002]","[0.046566584044032626, 0.05536649914251433, 0.072647325694561, 0.046432290226221085, 0.06080544864137968]","[0.0010038214968517423, 0.001002645120024681, 0.0009997733868658543, 0.001000777236185968, 0.0010031529236584902]","[0.000791209151632049, 0.0065464741783216596, 0.006760231219232082, 0.001155742586383389, 0.0035277524859540993]",0.521561984386709,0.7681132075471698,0.6153846153846153,0.5925925925925926,0.64,0.7681132075471699
57,"{'average_loss': 2.576092491149902, 'task_losses': [0.5647301443417867, 0.48772308429082234, 0.5157523274421691, 0.5091773692766826, 0.31355694770812986], 'task_balanced_accuracies': [0.6044719467002287, 0.7024075573549258, 0.7397445584212905, 0.5692156706161238, 0.7494239631336406], 'task_cross_entropy': [0.5645028916994731, 0.48328330874443054, 0.5131726276874542, 0.5093333272139231, 0.31848291635513304], 'task_cluster_cost': [-0.04937747935454051, -0.06124385476112366, -0.07733591735363006, -0.05096095095078151, -0.07314744770526886], 'task_separation_cost': [0.04783504868547122, 0.060897551327943805, 0.07352188438177108, 0.04866991842786471, 0.06312432199716568], 'task_l1': [0.001003601597622037, 0.0010032291756942868, 0.001000116067007184, 0.0010007706827794513, 0.0010038812768956025], 'task_occ_cost': [0.0007660756180606162, 0.003782849016909798, 0.005393615663051605, 0.0011343014093775612, 0.004093275523434083], 'final_loss': 0.18515261724591256, 'final_balanced_accuracy': 0.9327625570776256, 'final_f1': 0.8413284132841328, 'final_precision': 0.7549668874172185, 'final_recall': 0.95, 'final_auc': 0.9327625570776256}",,3.175791343053182,"[0.5645311375459036, 0.520923246939977, 0.6799734367264642, 0.45432373219066197, 0.4656301571263207]","[0.6509433962264151, 0.6583333333333333, 0.6344444444444444, 0.5692663817663818, 0.590566037735849]","[0.5641544262568156, 0.5139644278420342, 0.6728727618853251, 0.4545004632737901, 0.4726952165365219]","[-0.05036591531501876, -0.056063941369454064, -0.07670385142167409, -0.05051914354165395, -0.06872070332368214]","[0.04819586583309703, 0.05566368376215299, 0.07311708397335476, 0.047698337170812816, 0.05794565917717086]","[0.0010037228930741549, 0.0010028067044913769, 0.0009998028399422765, 0.0010007219389081001, 0.0010033504804596305]","[0.0015430181875773189, 0.006356254918500781, 0.009687628752241531, 0.0016433584322738978, 0.0027066508773714304]",0.4904096383187506,0.7681132075471698,0.6153846153846153,0.5925925925925926,0.64,0.7681132075471699
58,"{'average_loss': 2.5738080247243245, 'task_losses': [0.5571483357747395, 0.48444507996241254, 0.5307177869478862, 0.5083622380097708, 0.31071655799945197], 'task_balanced_accuracies': [0.6082426857650854, 0.7157085020242915, 0.7131990246896065, 0.5687470316026614, 0.7508640552995391], 'task_cross_entropy': [0.5570672603448232, 0.47971221764882405, 0.5282098611195882, 0.5084432872136434, 0.31540621439615885], 'task_cluster_cost': [-0.04982092852393786, -0.061617286851008736, -0.0772913642724355, -0.050975991785526274, -0.07316077823440234], 'task_separation_cost': [0.04813296303153038, 0.06128378878037135, 0.07361572891473771, 0.04870667388041814, 0.06319100206096967], 'task_l1': [0.0010035765962675214, 0.0010034733638167382, 0.0010002345809092125, 0.0010008469875901938, 0.0010040981927886606], 'task_occ_cost': [0.0007654755496575187, 0.004062891898987194, 0.005183324320241809, 0.0011874194398599988, 0.004276023954153061], 'final_loss': 0.18241803760329883, 'final_balanced_accuracy': 0.9375285388127854, 'final_f1': 0.8582230623818525, 'final_precision': 0.7854671280276817, 'final_recall': 0.9458333333333333, 'final_auc': 0.9375285388127853}",,3.1374730269114175,"[0.5469989279905955, 0.5021209849251641, 0.6902844938966963, 0.47123269902335274, 0.4472910298241509]","[0.6350991775520077, 0.6973214285714285, 0.6359259259259259, 0.5644586894586894, 0.5952830188679246]","[0.5471877389483981, 0.4940129948986901, 0.685282246934043, 0.4703416062725915, 0.4530065688822005]","[-0.04855355330639415, -0.056254168351491295, -0.07666540228658253, -0.048448807249466576, -0.07057990382115047]","[0.04587739333510399, 0.05572165259056621, 0.07278638747003344, 0.04663622420695093, 0.06010942409435908]","[0.0010036708554252982, 0.001002958626486361, 0.0009998781606554985, 0.0010007013333961368, 0.0010035561863332987]","[0.0014836772725680526, 0.007637539820279926, 0.007881382920054926, 0.001702983520873305, 0.0037513788621355263]",0.47954488628440434,0.7939622641509434,0.631578947368421,0.5625,0.72,0.7939622641509434
