,Train,Train,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test
25,"{'average_loss': 2.401037392616272, 'task_losses': [0.2886460416515668, 0.4520932799577713, 0.603114687204361, 0.35217405021190645, 0.3234372395277023], 'task_balanced_accuracies': [0.8559827395043601, 0.7464021592442645, 0.6381337785359126, 0.7737146051453622, 0.7335829493087558], 'task_cross_entropy': [0.2929619507988294, 0.45079966525236764, 0.5980292109648386, 0.35516444822152454, 0.3307182584206263], 'task_cluster_cost': [-0.07159348299105962, -0.07422716130812963, -0.0773187870780627, -0.07510736753543218, -0.07522738724946976], 'task_separation_cost': [0.05859235296646754, 0.06745060950517655, 0.07531656632820766, 0.062395803928375244, 0.05951354598005613], 'task_l1': [0.0010041737696155906, 0.0010010363766923547, 0.001000096439383924, 0.0010001927148550749, 0.0010000363690778613], 'task_occ_cost': [0.007681055978561441, 0.007069128757963578, 0.00608759395002077, 0.008720973966022333, 0.007432779852921764], 'final_loss': 0.38157210489114124, 'final_balanced_accuracy': 0.8396118721461188, 'final_f1': 0.6586826347305389, 'final_precision': 0.514018691588785, 'final_recall': 0.9166666666666666, 'final_auc': 0.8396118721461187}",,2.328458057509528,"[0.30306195633278954, 0.376478190223376, 0.7276801566282908, 0.2927975191010369, 0.3123643481069141]","[0.8796565070149975, 0.8010416666666667, 0.562962962962963, 0.7811609686609686, 0.7611320754716981]","[0.30193472488058937, 0.3807626532183753, 0.7211265133486854, 0.30405469569895005, 0.3231814545061853]","[-0.07264524781041676, -0.0763198650545544, -0.0766837630007002, -0.07636415792836083, -0.07534947991371155]","[0.05903652558724085, 0.06607582751247618, 0.07400813698768616, 0.060103829122251935, 0.058247016535864934]","[0.0010041737696155906, 0.0010010363766923547, 0.001000096439383924, 0.0010001927148550749, 0.0010000363690778613]","[0.013731789257791307, 0.004958539709655775, 0.008229166424522797, 0.004002963580812017, 0.005285315487223367]",0.3160758862892787,0.8609433962264151,0.6666666666666666,0.5227272727272727,0.92,0.860943396226415
26,"{'average_loss': 2.4146325302124025, 'task_losses': [0.31109828338027, 0.4503981381654739, 0.5894811093807221, 0.34743353933095933, 0.325015942354997], 'task_balanced_accuracies': [0.852561605385914, 0.7644588394062077, 0.6494920533319256, 0.7576989193982928, 0.738479262672811], 'task_cross_entropy': [0.3129680820306142, 0.4498859081665675, 0.5842391594250997, 0.35051477164030076, 0.3359641257921855], 'task_cluster_cost': [-0.07144657929738363, -0.07407207012176514, -0.07666242440541585, -0.07575625389814376, -0.07417908459901809], 'task_separation_cost': [0.05824754243095716, 0.06623581722378731, 0.07417037556568781, 0.06180977284908295, 0.057247039079666134], 'task_l1': [0.0010041737696155906, 0.0010010363766923547, 0.001000096439383924, 0.0010001927148550749, 0.0010000363690778613], 'task_occ_cost': [0.010325068924576044, 0.00734744770762821, 0.006733890531274179, 0.009865058263142905, 0.004983820629616578], 'final_loss': 0.39120549976825714, 'final_balanced_accuracy': 0.8305079908675799, 'final_f1': 0.6477611940298508, 'final_precision': 0.5046511627906977, 'final_recall': 0.9041666666666667, 'final_auc': 0.83050799086758}",,2.422946903440687,"[0.2571391322546535, 0.3992408828602897, 0.6771873103247749, 0.3173019223743015, 0.39788320991728043]","[0.8641751330430576, 0.8491071428571428, 0.6033333333333333, 0.7352207977207976, 0.7022641509433962]","[0.2641485979159673, 0.399952232837677, 0.6691824396451315, 0.3136603716346953, 0.4085913234286838]","[-0.07219303482108647, -0.07627371864186393, -0.0767934380306138, -0.07626247488790089, -0.07518663174576229]","[0.05593869835138321, 0.0653818075855573, 0.07440177185667886, 0.06022535926765866, 0.057096039255460106]","[0.0010041737696155906, 0.0010010363766923547, 0.001000096439383924, 0.0010001927148550749, 0.0010000363690778613]","[0.008240702251593271, 0.009179526526066992, 0.009396432536757655, 0.018678472998241585, 0.006382430075771279]",0.3741944564713372,0.8115094339622642,0.6086956521739131,0.4772727272727273,0.84,0.811509433962264
27,"{'average_loss': 2.3095062494277956, 'task_losses': [0.284435195227464, 0.4451013108094533, 0.5745579393704733, 0.33146728510657947, 0.29669656346241635], 'task_balanced_accuracies': [0.8486610130552477, 0.7758002699055331, 0.6795778714081622, 0.7975689613866671, 0.7566244239631337], 'task_cross_entropy': [0.2865038772424062, 0.44547928432623546, 0.5705328905582427, 0.33805209656556445, 0.30782169779141744], 'task_cluster_cost': [-0.07088023583094279, -0.07247159779071807, -0.07654165377219518, -0.0744571820894877, -0.07233122090498606], 'task_separation_cost': [0.05740856672326724, 0.06530076280236244, 0.07366608788569769, 0.05984323451916377, 0.054791832466920216], 'task_l1': [0.0010041737696155906, 0.0010010363766923547, 0.001000096439383924, 0.0010001927148550749, 0.0010000363690778613], 'task_occ_cost': [0.010398820247501135, 0.005791822017248099, 0.005900508291088045, 0.007028942092632254, 0.0054142129778241115], 'final_loss': 0.37724795440832776, 'final_balanced_accuracy': 0.8303082191780822, 'final_f1': 0.645925925925926, 'final_precision': 0.5011494252873563, 'final_recall': 0.9083333333333333, 'final_auc': 0.8303082191780821}",,2.4103166129853992,"[0.3037819725771745, 0.42085518605179256, 0.6644967264599271, 0.2864285988940133, 0.3691974530617396]","[0.8486937590711175, 0.7581845238095238, 0.5356790123456789, 0.7763532763532763, 0.6752830188679245]","[0.3077960018482473, 0.41996966964668697, 0.6578868561320834, 0.293258923623297, 0.3827095578114192]","[-0.07108382549550799, -0.07619181606504652, -0.07674994981951183, -0.07643233405219184, -0.06969716399908066]","[0.056386977434158325, 0.06519490563207203, 0.07462190588315327, 0.059181693527433604, 0.052076528055800334]","[0.0010041737696155906, 0.0010010363766923547, 0.001000096439383924, 0.0010001927148550749, 0.0010000363690778613]","[0.009678653079188533, 0.01088139202652706, 0.007737796960605515, 0.009420123572150866, 0.003108479030844238]",0.3655567119518916,0.8256603773584905,0.6363636363636365,0.5121951219512195,0.84,0.8256603773584905
28,"{'average_loss': 2.2825525601704917, 'task_losses': [0.2787922600408395, 0.4380339546998342, 0.5734675220648447, 0.3088538068532944, 0.2996965251863003], 'task_balanced_accuracies': [0.8592939977825058, 0.753889338731444, 0.6884549776793816, 0.8032640812363664, 0.7816820276497696], 'task_cross_entropy': [0.28031243696808816, 0.43869798560937245, 0.5684100441137949, 0.3138390122850736, 0.3072914654016495], 'task_cluster_cost': [-0.07144514093796413, -0.06950761338075002, -0.07635186801354091, -0.07530352880557378, -0.07479698270559311], 'task_separation_cost': [0.05594867582122485, 0.06146353915333748, 0.07318436821301778, 0.059866116791963575, 0.05649403512477875], 'task_l1': [0.0010041737696155906, 0.0010010363766923547, 0.001000096439383924, 0.0010001927148550749, 0.0010000363690778613], 'task_occ_cost': [0.012972121147128443, 0.006379000947345048, 0.007224871624882023, 0.00945201413705945, 0.009707971177995205], 'final_loss': 0.38370849152406056, 'final_balanced_accuracy': 0.841695205479452, 'final_f1': 0.6606875934230193, 'final_precision': 0.5151515151515151, 'final_recall': 0.9208333333333333, 'final_auc': 0.8416952054794521}",,2.9176167911953397,"[0.38081930577754974, 0.5318173103862338, 0.6773599949147966, 0.45113734652598697, 0.32977017180787194]","[0.7068214804063861, 0.7672619047619047, 0.6288888888888888, 0.8105413105413106, 0.7422641509433963]","[0.3857957472403844, 0.5338363515006171, 0.6733569502830505, 0.4474959663218922, 0.33292626175615525]","[-0.06766139964262645, -0.06178062781691551, -0.07599389139148924, -0.07185663945145077, -0.07476449012756348]","[0.05468871030542585, 0.056198961204952665, 0.07309201194180383, 0.05983430312739478, 0.05749340314004156]","[0.0010041737696155906, 0.0010010363766923547, 0.001000096439383924, 0.0010001927148550749, 0.0010000363690778613]","[0.0069920931321879225, 0.002561577763925824, 0.0059048076574173235, 0.01466353413545423, 0.013114956104093127]",0.5467126568158468,0.7443396226415094,0.5128205128205128,0.37735849056603776,0.8,0.7443396226415094
29,"{'average_loss': 2.186030904452006, 'task_losses': [0.2420995832979679, 0.4184357257684072, 0.5748115213712056, 0.2933295355240504, 0.281130439043045], 'task_balanced_accuracies': [0.8581902450231239, 0.7912226720647773, 0.6183289725916663, 0.8257125204372844, 0.806163594470046], 'task_cross_entropy': [0.24807474290331205, 0.42074272215366365, 0.5724977330366771, 0.30377314388751986, 0.29394121179978056], 'task_cluster_cost': [-0.07196480125188827, -0.0715875189503034, -0.07224164873361588, -0.07488811413447062, -0.07482940872510274], 'task_separation_cost': [0.05541616633534432, 0.06297959998250008, 0.0690727759897709, 0.05807980572183927, 0.055194633901119235], 'task_l1': [0.0010041737696155906, 0.0010010363766923547, 0.001000096439383924, 0.0010001927148550749, 0.0010000363690778613], 'task_occ_cost': [0.00956930635496974, 0.005299885847295324, 0.004482553219422698, 0.005364507126311461, 0.005823961449787021], 'final_loss': 0.3762240904569626, 'final_balanced_accuracy': 0.8324486301369862, 'final_f1': 0.6574074074074073, 'final_precision': 0.5220588235294118, 'final_recall': 0.8875, 'final_auc': 0.8324486301369862}",,2.82319704691569,"[0.3574679721560743, 0.4931115210056305, 0.7109770907296075, 0.36147380992770195, 0.43745922876728904]","[0.854015481373972, 0.8321428571428571, 0.5450617283950617, 0.8675213675213675, 0.7350943396226415]","[0.3589252614312702, 0.4969393279817369, 0.7060344020525614, 0.36911716643306947, 0.44047944744427997]","[-0.07180692255496979, -0.07312659919261932, -0.07583133296834098, -0.07586550464232762, -0.07447771479686101]","[0.0570963683227698, 0.06303641489810413, 0.07303898533185323, 0.060394224193361074, 0.05827286591132482]","[0.0010041737696155906, 0.0010010363766923547, 0.001000096439383924, 0.0010001927148550749, 0.0010000363690778613]","[0.01224909650368823, 0.005261340126809146, 0.006734955952399307, 0.006827736118187507, 0.012184592274328073]",0.46270746489365894,0.7784905660377358,0.5526315789473684,0.4117647058823529,0.84,0.7784905660377358
30,"{'average_loss': 2.157036412556966, 'task_losses': [0.23789544319113096, 0.4049826050301393, 0.5582128715515137, 0.2979529920220375, 0.275201741506656], 'task_balanced_accuracies': [0.8843856442220291, 0.8052307692307692, 0.6819683057116368, 0.77974596823342, 0.785426267281106], 'task_cross_entropy': [0.2448248682419459, 0.40834813088178634, 0.5544337654113769, 0.3103971547881762, 0.2887516085306803], 'task_cluster_cost': [-0.07148587048053741, -0.07145701378583907, -0.07301616470019022, -0.07281512528657913, -0.07471129834651948], 'task_separation_cost': [0.05407609025637309, 0.062224677006403606, 0.06954028139511745, 0.056072276731332145, 0.05485214690367381], 'task_l1': [0.0010041737696155906, 0.0010010363766923547, 0.001000096439383924, 0.0010001927148550749, 0.0010000363690778613], 'task_occ_cost': [0.00947618515851597, 0.004865778220507006, 0.006254885609572132, 0.0032984934211708603, 0.005309244232873122], 'final_loss': 0.38279075105985005, 'final_balanced_accuracy': 0.8403253424657534, 'final_f1': 0.6521739130434783, 'final_precision': 0.5, 'final_recall': 0.9375, 'final_auc': 0.8403253424657534}",,2.8861551814609103,"[0.3719809411300553, 0.5659674803415934, 0.7091983887884352, 0.42492422502901817, 0.36299349719451535]","[0.77322206095791, 0.8087797619047619, 0.5512345679012346, 0.6282051282051282, 0.6458490566037736]","[0.378181597424878, 0.5670576824082268, 0.7051084240277609, 0.43810657949911225, 0.3800858644147714]","[-0.07019730160633723, -0.06760848272177908, -0.07406988326046202, -0.0735216819577747, -0.07437380899985631]","[0.05411468156509929, 0.06065572632683648, 0.07067782597409354, 0.054871572388543025, 0.05199200246069166]","[0.0010041737696155906, 0.0010010363766923547, 0.001000096439383924, 0.0010001927148550749, 0.0010000363690778613]","[0.008877806779411104, 0.004861508108054598, 0.00648190484692653, 0.0044675710507565075, 0.004289400854354931]",0.4510907100306617,0.7950943396226415,0.6129032258064517,0.5135135135135135,0.76,0.7950943396226415
31,"{'average_loss': 2.3035064538319907, 'task_losses': [0.2707851472993692, 0.39049301584561663, 0.5939010699590047, 0.34507063498099644, 0.33469712813695274], 'task_balanced_accuracies': [0.8505338966967326, 0.832280701754386, 0.5996624686966937, 0.6711330976828638, 0.6581221198156681], 'task_cross_entropy': [0.2712649125854174, 0.38860254844029746, 0.5892668815453848, 0.3497331360975901, 0.33781951760252316], 'task_cluster_cost': [-0.07590090314547221, -0.07828290611505509, -0.07429686933755875, -0.0755408352613449, -0.07804757555325827], 'task_separation_cost': [0.06265560050805409, 0.07311660200357437, 0.07123116900523503, 0.06649694407979648, 0.06690600375334421], 'task_l1': [0.0010042269372691711, 0.0010011129857351382, 0.001000008936971426, 0.0010002775490283967, 0.001000060549316307], 'task_occ_cost': [0.011761310091242195, 0.006055659418149541, 0.006699876536925634, 0.0033811112066420416, 0.007019121346529573], 'final_loss': 0.36855945487817127, 'final_balanced_accuracy': 0.8544235159817352, 'final_f1': 0.6798780487804879, 'final_precision': 0.5360576923076923, 'final_recall': 0.9291666666666667, 'final_auc': 0.8544235159817352}",,3.1516161229875355,"[0.4216678606139289, 0.4963480225867695, 0.7771698236465454, 0.5371297316418754, 0.4882819553216298]","[0.7890662796323173, 0.784077380952381, 0.5559259259259259, 0.6096866096866097, 0.6222641509433963]","[0.42459327644772, 0.5018736686971452, 0.7697618272569444, 0.5467055042584738, 0.5014714582098855]","[-0.07050429036219914, -0.07449244790607029, -0.07357917229334514, -0.06923490928279029, -0.07434281955162685]","[0.0541212914718522, 0.061949677765369415, 0.07098367561896642, 0.054656922817230225, 0.0526380083627171]","[0.0010041737696155906, 0.0010010363766923547, 0.001000096439383924, 0.0010001927148550749, 0.0010000363690778613]","[0.012453417060896754, 0.006016077861810724, 0.009003416635096073, 0.004002043848029441, 0.007515269150543544]",0.43101870351367527,0.8056603773584906,0.6153846153846154,0.5,0.8,0.8056603773584906
32,"{'average_loss': 2.1819682264328004, 'task_losses': [0.2551304559906324, 0.3705550249417623, 0.5701266590754192, 0.3297741059462229, 0.3249783385793368], 'task_balanced_accuracies': [0.8571014753328738, 0.8430931174089069, 0.6462734630447765, 0.6978686381728543, 0.6906682027649769], 'task_cross_entropy': [0.25535914858182274, 0.3689215213060379, 0.565424949725469, 0.33440129697322846, 0.3279757037758827], 'task_cluster_cost': [-0.07599611381689707, -0.0783167427778244, -0.07478374958038331, -0.07512592007716497, -0.07796944340070089], 'task_separation_cost': [0.06265406101942063, 0.07298219809929529, 0.07174799621105193, 0.06599855119983356, 0.06685495595137278], 'task_l1': [0.0010043367355441054, 0.0010013736660281817, 0.0009998679626733065, 0.00100042298125724, 0.0010000568705921373], 'task_occ_cost': [0.012109021606544654, 0.0059666763820375, 0.006737590289364258, 0.0034997539827600122, 0.007117069584007064], 'final_loss': 0.33140364050865173, 'final_balanced_accuracy': 0.8737728310502284, 'final_f1': 0.7046153846153848, 'final_precision': 0.5585365853658537, 'final_recall': 0.9541666666666667, 'final_auc': 0.8737728310502284}",,3.254677083757189,"[0.4727934847275416, 0.4988949928018782, 0.8065282338195376, 0.49958393308851456, 0.4641977813508775]","[0.7513304305757136, 0.7879464285714286, 0.5067901234567901, 0.6055911680911681, 0.6305660377358491]","[0.4717745946513282, 0.49722850653860307, 0.7997382051414914, 0.501190357738071, 0.465571125348409]","[-0.07504206978612477, -0.07793397042486402, -0.07464822050597933, -0.07246536099248463, -0.07767123232285182]","[0.06272149251566993, 0.07253156436814202, 0.0726723430885209, 0.06503844178385204, 0.06714214964045419]","[0.0010041737696155906, 0.0010010363766923547, 0.001000096439383924, 0.0010001927148550749, 0.0010000363690778613]","[0.012335301583839787, 0.006067850730485386, 0.0077657924137181705, 0.004820311778328485, 0.00815568802257379]",0.5126787059836917,0.7666037735849056,0.5168539325842697,0.359375,0.92,0.7666037735849056
33,"{'average_loss': 2.1634499279658, 'task_losses': [0.25478831335902213, 0.38794145385424295, 0.5541269751389821, 0.321661436855793, 0.30745982627073926], 'task_balanced_accuracies': [0.8510133549089529, 0.8151093117408907, 0.6802855983344496, 0.7180369279136527, 0.6918202764976958], 'task_cross_entropy': [0.2550584912796815, 0.38610920945803323, 0.5490494434038798, 0.32631197502215703, 0.3102882420519988], 'task_cluster_cost': [-0.07583301802476247, -0.07823289503653844, -0.07498889386653901, -0.07502780983845393, -0.07794265786806742], 'task_separation_cost': [0.06275256901979447, 0.07313484519720077, 0.07193628549575806, 0.0661182174583276, 0.06683806498845418], 'task_l1': [0.0010044450933734577, 0.001001671701669693, 0.0009998533797139922, 0.0010006297503908476, 0.0010001126832018296], 'task_occ_cost': [0.011805827512095373, 0.005928620689858993, 0.007130277631804347, 0.0032584214373491704, 0.00727606617535154], 'final_loss': 0.3374719281991323, 'final_balanced_accuracy': 0.8689212328767123, 'final_f1': 0.7156862745098039, 'final_precision': 0.5887096774193549, 'final_recall': 0.9125, 'final_auc': 0.8689212328767123}",,2.9140677452087402,"[0.35060476428932613, 0.48346458706590867, 0.7329947882228427, 0.45580858778622413, 0.44310353323817253]","[0.8045476536042573, 0.7879464285714286, 0.5444444444444444, 0.5959757834757835, 0.6211320754716981]","[0.3472971585061815, 0.4811924381388558, 0.7272198167112138, 0.45716624955336255, 0.4444949763516585]","[-0.07538872957229614, -0.07791685230202144, -0.07463851902219984, -0.07501049836476643, -0.07769281251562966]","[0.06374990070859592, 0.0727240683303939, 0.07259041484859255, 0.06713004161914189, 0.06794529118471676]","[0.0010042928624898195, 0.001001230557449162, 0.000999918207526207, 0.0010003400966525078, 0.0010000447509810328]","[0.013942145535515415, 0.006463686030151116, 0.006823142188497716, 0.005522458969304959, 0.007356022381120258]",0.44809143907494015,0.7479245283018867,0.5277777777777778,0.40425531914893614,0.76,0.7479245283018868
34,"{'average_loss': 2.1807481225331626, 'task_losses': [0.24803788274526595, 0.39099105417728425, 0.5478483390808105, 0.3308482182025909, 0.3142827290296555], 'task_balanced_accuracies': [0.8713953232846883, 0.8178731443994602, 0.6768640933341692, 0.7156916313261014, 0.7220622119815668], 'task_cross_entropy': [0.24833408042788505, 0.38895087977250414, 0.5434708754221599, 0.3354935656984647, 0.31690272033214567], 'task_cluster_cost': [-0.07593874643246333, -0.07820778071880341, -0.07486410200595855, -0.07507058521111806, -0.07797229568163554], 'task_separation_cost': [0.06276352778077125, 0.07317050675551097, 0.07178974131743113, 0.06614238902926445, 0.06690639555454254], 'task_l1': [0.00100460359826684, 0.0010019858585049708, 0.000999852557045718, 0.0010008535084004204, 0.0010001374315470456], 'task_occ_cost': [0.011874415272225936, 0.006075467554231485, 0.006451969621703029, 0.0032819967530667783, 0.007445767420964936], 'final_loss': 0.3487399053573608, 'final_balanced_accuracy': 0.8490011415525114, 'final_f1': 0.6882067851373183, 'final_precision': 0.5620052770448549, 'final_recall': 0.8875, 'final_auc': 0.8490011415525114}",,2.943120241165161,"[0.32998690340254044, 0.4869187788830863, 0.7198145753807492, 0.4507819149229262, 0.4481038881672753]","[0.8234155781325592, 0.8113095238095238, 0.575925925925926, 0.6055911680911681, 0.6364150943396226]","[0.3296849595175849, 0.4851405504677031, 0.7121037907070584, 0.4536569267511368, 0.4461793965763516]","[-0.07555423263046476, -0.07783224516444737, -0.07423416939046648, -0.07404923521810108, -0.0772749169005288]","[0.062407251447439194, 0.07282235556178623, 0.07206197165780598, 0.06544229057100084, 0.06740719162755543]","[0.0010044137015938759, 0.0010015356820076704, 0.000999852898530662, 0.0010005197254940867, 0.0010000832844525576]","[0.01244450370884604, 0.00578658463847306, 0.00888311273107926, 0.004731421074312594, 0.01079213334661391]",0.5075142333904902,0.770377358490566,0.5806451612903226,0.4864864864864865,0.72,0.7703773584905661
35,"{'average_loss': 2.1048667653401694, 'task_losses': [0.24138759285211564, 0.3825035128990809, 0.5457233691215515, 0.31675723681847257, 0.2868810732165972], 'task_balanced_accuracies': [0.8738425579095621, 0.8126531713900136, 0.7038517501806436, 0.7434316984906881, 0.7393433179723503], 'task_cross_entropy': [0.24106372525294623, 0.380514931678772, 0.5409843385219574, 0.32148634682099025, 0.2898869123061498], 'task_cluster_cost': [-0.07577653914690018, -0.07825047115484873, -0.0749410143494606, -0.07534538825352986, -0.07812840640544891], 'task_separation_cost': [0.06270620336135228, 0.0731509577234586, 0.07188034305969875, 0.06631076941887537, 0.06692233085632324], 'task_l1': [0.0010047317560141285, 0.0010022828681394457, 0.0009999314323067665, 0.0010010531668861707, 0.0010001862607896329], 'task_occ_cost': [0.012389472406357526, 0.006085808180893461, 0.00679976555518806, 0.0033044534494789937, 0.00720004845643416], 'final_loss': 0.3316139849026998, 'final_balanced_accuracy': 0.858675799086758, 'final_f1': 0.7012987012987012, 'final_precision': 0.574468085106383, 'final_recall': 0.9, 'final_auc': 0.858675799086758}",,2.9685965379079184,"[0.35643434358967674, 0.5144641432497237, 0.7191910942395529, 0.4697522951496972, 0.44280176361401874]","[0.7887034349298501, 0.7866071428571428, 0.5674074074074074, 0.6193019943019943, 0.6011320754716981]","[0.35604021449883777, 0.5120374162991842, 0.7119846377107832, 0.47337941494252944, 0.44613441328207654]","[-0.07540341383881038, -0.07760392874479294, -0.07460447318024105, -0.07149227543009652, -0.07712446981006199]","[0.06240024293462435, 0.07326804018682903, 0.07249348196718428, 0.06337546598580149, 0.06593995458549923]","[0.0010045148665085435, 0.0010017999447882175, 0.0009998476598411798, 0.0010007359087467194, 0.0010001148330047727]","[0.012392784831010632, 0.00576081954770618, 0.008317579618758626, 0.003488940574849645, 0.0068517461315625245]",0.46595286164018845,0.7892452830188679,0.6206896551724138,0.5454545454545454,0.72,0.789245283018868
36,"{'average_loss': 2.0773656590779623, 'task_losses': [0.24179697453975676, 0.37598697423934935, 0.5380124727884928, 0.30761666238307955, 0.2699488886197408], 'task_balanced_accuracies': [0.8936551696582862, 0.8220026990553306, 0.6954167670242145, 0.7548219381900867, 0.7721774193548387], 'task_cross_entropy': [0.24203603367010754, 0.3743215644359589, 0.5335634358723959, 0.312382928331693, 0.2731656849384308], 'task_cluster_cost': [-0.07577262510855992, -0.0782567177216212, -0.07509017397960027, -0.07514342695474624, -0.07817837516466776], 'task_separation_cost': [0.06272074992458025, 0.07309993932644526, 0.07203737020492554, 0.0660478583474954, 0.06685516695181529], 'task_l1': [0.0010049246360237399, 0.0010026827671875556, 0.0010000679253910978, 0.001001299360456566, 0.001000300991969804], 'task_occ_cost': [0.011807892185946306, 0.005819503241218627, 0.006501775473977129, 0.0033280035760253667, 0.007106109508313239], 'final_loss': 0.3440036968390147, 'final_balanced_accuracy': 0.8435216894977169, 'final_f1': 0.6852459016393442, 'final_precision': 0.5648648648648649, 'final_recall': 0.8708333333333333, 'final_auc': 0.8435216894977169}",,2.782750619782342,"[0.28459609465466607, 0.506327254904641, 0.7175212502479553, 0.43337812688615585, 0.41264569924937355]","[0.8577648766328012, 0.7956845238095238, 0.5648148148148149, 0.6508190883190883, 0.7011320754716981]","[0.2840462318725056, 0.504108233584298, 0.7122232053014967, 0.43656747539838153, 0.4124387916591432]","[-0.07561787217855453, -0.07762875573502646, -0.07336101680994034, -0.07566477606693904, -0.07725080682171716]","[0.06258075228995746, 0.07320435593525569, 0.07159325811598036, 0.0670703976518578, 0.06715758227639729]","[0.0010046535171568394, 0.0010021246271207929, 0.0009998853784054518, 0.0010009409161284566, 0.0010001588379964232]","[0.012582322996523645, 0.005641281139105558, 0.006065934042756756, 0.0044040986491988105, 0.009299976854688592]",0.4282821930117077,0.7984905660377358,0.5714285714285714,0.4230769230769231,0.88,0.7984905660377358
37,"{'average_loss': 2.110333480834961, 'task_losses': [0.23728984673817952, 0.38836006859938305, 0.537840625445048, 0.3154125447074572, 0.2821537220478058], 'task_balanced_accuracies': [0.8855243574760521, 0.793970310391363, 0.7182405479687082, 0.7673533033796649, 0.771889400921659], 'task_cross_entropy': [0.2382767018675804, 0.38629728198051455, 0.5333383119106293, 0.3200997471809387, 0.28508125801881157], 'task_cluster_cost': [-0.07585531045993169, -0.07821653376022975, -0.07490144968032837, -0.07498627225557963, -0.07806321193774542], 'task_separation_cost': [0.06287388801574707, 0.07312778363625208, 0.07179521650075912, 0.06605362544457118, 0.06680971721808115], 'task_l1': [0.0010051198412353794, 0.0010030330764129757, 0.0010001945464561382, 0.0010015809924031297, 0.001000448646955192], 'task_occ_cost': [0.010989446348200241, 0.006148502376551429, 0.006608355566859245, 0.0032438625845437248, 0.007325508333742618], 'final_loss': 0.34927666902542115, 'final_balanced_accuracy': 0.8480878995433789, 'final_f1': 0.6943521594684385, 'final_precision': 0.5773480662983426, 'final_recall': 0.8708333333333333, 'final_auc': 0.8480878995433789}",,2.726997322506375,"[0.2762505229976442, 0.4211976064576043, 0.7093767523765564, 0.4530560142464108, 0.4478827350669437]","[0.8766328011611031, 0.7763392857142857, 0.5724691358024692, 0.6337250712250713, 0.6116981132075472]","[0.2771500613954332, 0.41976813475290936, 0.7028332220183479, 0.4564896722634633, 0.4485565655761295]","[-0.07618774390882915, -0.07799094335900413, -0.0728245120909479, -0.07390769239928988, -0.07759475294086668]","[0.062027039213313, 0.07227988127205107, 0.07110964010159175, 0.0651720559431447, 0.06663691335254246]","[0.001004824647679925, 0.001002462231554091, 0.000999979441985488, 0.0010011782869696617, 0.001000222167931497]","[0.01225635145480434, 0.00613806114739014, 0.007258413100822104, 0.004300797293480072, 0.00928378901961777]",0.4192337261305915,0.8337735849056603,0.6,0.43636363636363634,0.96,0.8337735849056602
38,"{'average_loss': 2.0898567247390747, 'task_losses': [0.2447253680229187, 0.3725461832682292, 0.5436010519663493, 0.3301130511363347, 0.26550321936607363], 'task_balanced_accuracies': [0.8805949277316633, 0.8300512820512821, 0.7129779631322113, 0.768759220420052, 0.7877304147465438], 'task_cross_entropy': [0.24502257943153383, 0.37081546167532603, 0.5388937286535899, 0.3344523056348165, 0.26876074373722075], 'task_cluster_cost': [-0.07566084921360015, -0.07827967365582784, -0.07477978557348251, -0.07465857913096746, -0.0781108037630717], 'task_separation_cost': [0.06270798499385516, 0.07307917882998784, 0.0717689428726832, 0.0659215762714545, 0.06686563571294149], 'task_l1': [0.0010053848677004378, 0.001003393870778382, 0.0010003448836505412, 0.0010018222266808153, 0.0010006020280222097], 'task_occ_cost': [0.011650265778104464, 0.005927820640305678, 0.00671782227853934, 0.0033959256609280906, 0.006987040638923645], 'final_loss': 0.3333678633968035, 'final_balanced_accuracy': 0.8587043378995434, 'final_f1': 0.7076411960132891, 'final_precision': 0.5883977900552486, 'final_recall': 0.8875, 'final_auc': 0.8587043378995434}",,2.7854657967885337,"[0.28620701614353394, 0.4300181501441532, 0.7284478214051988, 0.465094397465388, 0.4503805223438475]","[0.8890904692791486, 0.7477678571428572, 0.5324691358024691, 0.6796652421652422, 0.6316981132075472]","[0.2853107899427414, 0.4283565613958571, 0.720324695110321, 0.4693366338809331, 0.45078670150703853]","[-0.07558695061339273, -0.07794644600815243, -0.07390128158860737, -0.07438744521803325, -0.07730842961205377]","[0.06283886316749784, 0.07244484788841671, 0.072047454615434, 0.06559931404060787, 0.06676472226778667]","[0.0010050326818600297, 0.0010028547840192914, 0.0010001355549320579, 0.0010014488361775875, 0.0010003778152167797]","[0.012639280149920119, 0.006160346428967184, 0.008976834153549539, 0.003544435707024402, 0.00913715103848113]",0.4253178752130932,0.7973584905660378,0.5833333333333334,0.44680851063829785,0.84,0.7973584905660377
